time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,year
2016-05-09,21.3,18.2,19.7,20.9,18.1,20.1,2016-05-09T06:36,2016-05-09T17:07,37875.88,572.68,5.4,5.4,0.0,10.0,21.6,52.9,0,2.98,1.23,2016
2016-05-10,22.1,15.8,18.7,18.1,14.2,16.3,2016-05-10T06:36,2016-05-10T17:06,37781.62,34645.26,0.0,0.0,0.0,0.0,29.1,60.8,307,13.88,3.63,2016
2016-05-11,18.9,12.0,15.3,15.3,10.2,12.7,2016-05-11T06:37,2016-05-11T17:05,37689.18,31603.62,0.0,0.0,0.0,0.0,16.6,33.5,293,12.84,2.96,2016
2016-05-12,20.6,13.2,16.3,17.7,10.8,14.2,2016-05-12T06:38,2016-05-12T17:04,37598.64,34448.02,0.0,0.0,0.0,0.0,19.1,43.6,312,13.86,2.98,2016
2016-05-13,21.6,12.5,17.1,21.5,11.7,16.5,2016-05-13T06:38,2016-05-13T17:04,37510.11,34352.46,0.0,0.0,0.0,0.0,9.6,19.1,309,14.08,2.4,2016
2016-05-14,23.2,11.2,16.7,22.1,10.1,15.8,2016-05-14T06:39,2016-05-14T17:03,37423.71,34259.09,0.0,0.0,0.0,0.0,10.8,19.4,322,14.24,2.55,2016
2016-05-15,22.5,11.5,17.2,21.0,9.8,15.8,2016-05-15T06:40,2016-05-15T17:02,37338.92,21198.51,0.0,0.0,0.0,0.0,13.5,29.2,315,8.51,2.22,2016
2016-05-16,22.0,12.0,17.1,21.4,11.3,16.9,2016-05-16T06:41,2016-05-16T17:02,37255.39,34076.98,0.0,0.0,0.0,0.0,13.4,25.2,354,13.31,2.37,2016
2016-05-17,24.7,13.9,18.8,22.7,12.8,17.5,2016-05-17T06:41,2016-05-17T17:01,37173.2,33987.9,0.0,0.0,0.0,0.0,13.4,30.2,302,13.47,3.05,2016
2016-05-18,20.7,12.2,16.0,19.2,11.0,14.6,2016-05-18T06:42,2016-05-18T17:00,37092.41,24163.22,0.0,0.0,0.0,0.0,13.4,25.9,277,9.27,1.99,2016
2016-05-19,21.4,12.5,16.3,17.8,10.4,13.8,2016-05-19T06:43,2016-05-19T17:00,37013.11,33814.14,0.0,0.0,0.0,0.0,16.3,32.8,296,13.28,3.13,2016
2016-05-20,21.0,10.5,16.5,19.5,9.4,15.5,2016-05-20T06:43,2016-05-20T16:59,36935.39,33729.64,0.0,0.0,0.0,0.0,10.4,25.2,209,13.1,2.35,2016
2016-05-21,19.8,13.2,17.0,20.0,13.2,17.2,2016-05-21T06:44,2016-05-21T16:58,36859.32,15578.97,0.0,0.0,0.0,0.0,8.5,18.0,41,6.16,1.27,2016
2016-05-22,22.0,13.5,18.0,22.3,14.0,18.6,2016-05-22T06:45,2016-05-22T16:58,36784.98,32667.98,0.0,0.0,0.0,0.0,10.2,21.2,357,12.11,2.09,2016
2016-05-23,23.9,14.1,18.1,22.3,10.9,15.9,2016-05-23T06:46,2016-05-23T16:57,36712.46,33486.8,0.0,0.0,0.0,0.0,21.6,47.2,285,12.36,3.36,2016
2016-05-24,19.0,11.9,15.1,15.6,9.5,12.1,2016-05-24T06:46,2016-05-24T16:57,36641.84,33409.73,0.0,0.0,0.0,0.0,15.1,35.6,265,12.81,3.06,2016
2016-05-25,18.6,10.6,14.6,16.0,8.8,12.4,2016-05-25T06:47,2016-05-25T16:56,36573.21,31774.85,0.0,0.0,0.0,0.0,13.1,28.1,290,12.62,2.39,2016
2016-05-26,19.0,12.5,14.9,16.1,10.4,12.9,2016-05-26T06:48,2016-05-26T16:56,36506.64,21526.48,3.9,3.9,0.0,7.0,19.8,45.4,327,7.36,1.78,2016
2016-05-27,16.4,12.2,13.8,11.3,8.5,9.8,2016-05-27T06:48,2016-05-27T16:56,36442.24,33191.49,0.0,0.0,0.0,0.0,26.1,51.8,268,12.6,3.21,2016
2016-05-28,15.4,10.8,12.7,12.6,8.3,10.1,2016-05-28T06:49,2016-05-28T16:55,36380.07,32269.34,0.2,0.2,0.0,2.0,15.0,46.8,279,9.77,2.02,2016
2016-05-29,17.4,10.3,13.3,14.5,7.3,10.4,2016-05-29T06:50,2016-05-29T16:55,36320.24,33057.82,0.0,0.0,0.0,0.0,14.2,30.2,255,12.62,2.5,2016
2016-05-30,17.1,8.6,12.8,15.0,6.3,10.7,2016-05-30T06:50,2016-05-30T16:54,36262.82,32994.84,0.0,0.0,0.0,0.0,8.9,22.7,239,12.52,2.05,2016
2016-05-31,16.5,11.4,13.9,16.2,10.0,13.2,2016-05-31T06:51,2016-05-31T16:54,36207.91,26274.94,5.3,5.3,0.0,14.0,10.2,24.1,205,7.47,1.15,2016
2016-06-01,16.3,11.9,14.2,15.8,11.0,13.7,2016-06-01T06:51,2016-06-01T16:54,36155.59,29922.01,3.9,3.9,0.0,9.0,7.4,23.4,210,7.47,1.17,2016
2016-06-02,16.5,11.3,14.2,16.4,10.6,13.7,2016-06-02T06:52,2016-06-02T16:54,36105.95,32518.1,2.0,2.0,0.0,4.0,10.6,23.8,191,9.56,1.41,2016
2016-06-03,17.6,13.0,15.2,17.4,12.4,14.9,2016-06-03T06:52,2016-06-03T16:53,36059.08,17771.95,0.5,0.5,0.0,4.0,9.3,19.1,180,5.71,1.01,2016
2016-06-04,18.3,15.2,16.9,19.2,14.0,16.0,2016-06-04T06:53,2016-06-04T16:53,36014.7,0.0,38.8,38.8,0.0,21.0,32.6,70.6,52,0.81,0.52,2016
2016-06-05,18.9,14.8,17.6,19.5,10.8,17.1,2016-06-05T06:53,2016-06-05T16:53,35972.6,0.0,85.6,85.6,0.0,24.0,29.9,92.5,87,1.01,0.68,2016
2016-06-06,15.3,13.4,14.3,13.0,10.7,11.7,2016-06-06T06:54,2016-06-06T16:53,35932.82,23072.96,6.9,6.9,0.0,8.0,23.5,46.8,278,5.11,1.72,2016
2016-06-07,16.7,12.3,14.0,13.8,9.3,11.4,2016-06-07T06:54,2016-06-07T16:53,35895.39,32008.47,0.1,0.1,0.0,1.0,16.1,38.2,301,10.22,2.24,2016
2016-06-08,17.6,12.9,14.9,15.5,10.5,12.8,2016-06-08T06:55,2016-06-08T16:53,35860.34,32552.86,0.0,0.0,0.0,0.0,14.2,31.3,309,10.6,2.15,2016
2016-06-09,20.4,13.5,16.8,17.2,11.2,14.5,2016-06-09T06:55,2016-06-09T16:52,35827.7,32372.59,4.3,4.3,0.0,6.0,22.6,46.8,325,10.11,2.67,2016
2016-06-10,18.9,13.2,15.6,16.8,11.1,13.9,2016-06-10T06:56,2016-06-10T16:52,35797.52,32029.82,0.0,0.0,0.0,0.0,12.2,34.6,295,11.35,2.22,2016
2016-06-11,17.3,11.0,13.6,14.5,8.1,10.7,2016-06-11T06:56,2016-06-11T16:52,35769.8,31773.94,0.0,0.0,0.0,0.0,14.8,37.1,274,11.32,2.47,2016
2016-06-12,15.2,9.9,12.4,13.8,8.0,10.2,2016-06-12T06:57,2016-06-12T16:52,35744.61,32425.49,0.0,0.0,0.0,0.0,12.9,27.0,234,10.56,1.79,2016
2016-06-13,17.0,10.1,13.7,16.3,8.5,12.7,2016-06-13T06:57,2016-06-13T16:52,35721.94,32400.52,0.0,0.0,0.0,0.0,8.1,16.2,310,8.73,1.4,2016
2016-06-14,18.2,9.9,13.6,18.0,8.8,12.7,2016-06-14T06:58,2016-06-14T16:53,35701.85,32378.35,0.0,0.0,0.0,0.0,8.7,17.6,277,11.01,1.61,2016
2016-06-15,17.4,11.5,13.9,17.1,9.8,12.6,2016-06-15T06:58,2016-06-15T16:53,35684.36,32017.59,0.0,0.0,0.0,0.0,9.4,18.4,260,8.41,1.47,2016
2016-06-16,18.5,8.9,13.5,17.7,7.6,12.5,2016-06-16T06:58,2016-06-16T16:53,35669.48,32342.61,0.0,0.0,0.0,0.0,11.5,24.5,329,11.06,1.69,2016
2016-06-17,20.1,11.5,15.4,18.6,10.1,14.1,2016-06-17T06:59,2016-06-17T16:53,35657.26,28537.48,0.2,0.2,0.0,1.0,16.3,33.1,350,8.77,1.73,2016
2016-06-18,18.4,13.8,15.7,18.5,13.7,15.8,2016-06-18T06:59,2016-06-18T16:53,35647.72,23075.74,8.9,8.9,0.0,10.0,8.4,19.4,291,6.56,1.08,2016
2016-06-19,18.3,15.1,16.6,18.3,14.7,16.3,2016-06-19T06:59,2016-06-19T16:53,35640.88,0.0,28.0,28.0,0.0,14.0,20.5,41.0,125,1.1,0.49,2016
2016-06-20,17.9,14.4,15.7,17.1,10.6,13.8,2016-06-20T06:59,2016-06-20T16:53,35636.76,30532.43,1.1,1.1,0.0,5.0,24.6,49.0,314,9.03,2.05,2016
2016-06-21,16.2,13.2,14.6,12.6,10.3,11.3,2016-06-21T07:00,2016-06-21T16:53,35635.39,18898.05,0.0,0.0,0.0,0.0,25.4,45.4,311,7.76,2.44,2016
2016-06-22,16.6,11.8,14.1,12.8,8.7,11.1,2016-06-22T07:00,2016-06-22T16:54,35636.8,32306.18,0.1,0.1,0.0,1.0,22.4,49.0,298,10.73,2.53,2016
2016-06-23,16.6,10.1,13.0,13.4,7.4,10.4,2016-06-23T07:00,2016-06-23T16:54,35640.99,32272.84,0.0,0.0,0.0,0.0,15.6,41.4,338,9.64,2.05,2016
2016-06-24,14.5,8.8,12.4,11.6,3.5,8.3,2016-06-24T07:00,2016-06-24T16:54,35648.05,32318.75,0.0,0.0,0.0,0.0,27.0,58.7,289,10.86,2.57,2016
2016-06-25,12.8,7.3,9.6,8.9,2.5,5.3,2016-06-25T07:00,2016-06-25T16:54,35657.98,32329.92,0.0,0.0,0.0,0.0,22.5,48.6,248,11.86,2.45,2016
2016-06-26,13.6,6.9,10.0,11.8,4.2,7.7,2016-06-26T07:00,2016-06-26T16:55,35670.75,29692.09,0.0,0.0,0.0,0.0,10.8,19.1,289,9.2,1.42,2016
2016-06-27,11.3,8.8,9.9,8.3,6.4,7.3,2016-06-27T07:00,2016-06-27T16:55,35686.31,3440.1,5.1,5.1,0.0,13.0,17.9,34.9,263,4.69,0.96,2016
2016-06-28,14.8,9.2,11.4,11.9,5.4,8.2,2016-06-28T07:00,2016-06-28T16:55,35704.62,32381.9,0.0,0.0,0.0,0.0,17.6,37.4,240,11.43,2.08,2016
2016-06-29,15.7,7.0,10.8,14.3,4.7,8.7,2016-06-29T07:00,2016-06-29T16:56,35725.62,32405.23,0.0,0.0,0.0,0.0,9.2,18.4,282,11.34,1.6,2016
2016-06-30,15.7,7.6,10.9,12.1,5.0,8.0,2016-06-30T07:00,2016-06-30T16:56,35749.29,31432.17,0.0,0.0,0.0,0.0,14.7,36.0,330,10.81,1.99,2016
2016-07-01,14.0,9.2,11.3,10.6,6.3,8.1,2016-07-01T07:00,2016-07-01T16:57,35775.57,32460.57,0.3,0.3,0.0,2.0,21.3,54.0,276,10.44,2.03,2016
2016-07-02,15.9,9.1,11.9,14.0,6.5,9.4,2016-07-02T07:00,2016-07-02T16:57,35804.41,32492.47,0.0,0.0,0.0,0.0,13.9,29.5,254,11.48,1.92,2016
2016-07-03,14.7,6.8,10.5,12.6,4.5,8.4,2016-07-03T07:00,2016-07-03T16:58,35835.77,32527.13,0.0,0.0,0.0,0.0,8.7,16.2,310,11.77,1.63,2016
2016-07-04,14.4,5.1,9.7,12.4,2.7,7.6,2016-07-04T07:00,2016-07-04T16:58,35869.59,29297.78,0.0,0.0,0.0,0.0,8.7,20.9,331,9.65,1.41,2016
2016-07-05,15.7,9.2,11.7,14.2,6.3,9.8,2016-07-05T07:00,2016-07-05T16:59,35905.82,19894.36,8.1,8.1,0.0,7.0,18.2,35.6,305,7.26,1.36,2016
2016-07-06,15.0,9.3,12.5,11.1,5.6,8.7,2016-07-06T07:00,2016-07-06T16:59,35944.43,29951.39,0.9,0.9,0.0,4.0,27.0,64.4,274,8.18,2.13,2016
2016-07-07,15.3,13.2,14.2,13.2,11.2,12.0,2016-07-07T07:00,2016-07-07T17:00,35985.35,26841.83,2.1,2.1,0.0,14.0,26.0,54.0,211,6.02,1.11,2016
2016-07-08,14.0,13.1,13.5,13.7,12.0,12.8,2016-07-08T07:00,2016-07-08T17:00,36028.54,0.0,19.6,19.6,0.0,19.0,12.2,27.0,220,1.78,0.43,2016
2016-07-09,16.0,12.3,14.0,14.7,10.5,12.7,2016-07-09T06:59,2016-07-09T17:01,36073.94,32462.0,0.0,0.0,0.0,0.0,11.2,28.1,216,8.52,1.41,2016
2016-07-10,16.3,10.9,13.8,15.7,10.1,13.1,2016-07-10T06:59,2016-07-10T17:01,36121.51,32072.88,0.1,0.1,0.0,1.0,10.0,21.6,1,7.82,1.26,2016
2016-07-11,19.6,13.3,15.7,16.9,11.7,13.8,2016-07-11T06:59,2016-07-11T17:02,36171.2,29713.84,0.1,0.1,0.0,1.0,21.3,51.8,342,9.65,2.11,2016
2016-07-12,17.5,13.3,15.2,13.8,8.9,12.0,2016-07-12T06:59,2016-07-12T17:02,36222.95,31521.91,0.0,0.0,0.0,0.0,23.3,52.6,316,10.23,2.91,2016
2016-07-13,12.9,8.3,10.7,8.5,3.6,5.5,2016-07-13T06:58,2016-07-13T17:03,36276.71,32946.5,0.0,0.0,0.0,0.0,32.2,66.6,280,12.05,3.0,2016
2016-07-14,14.0,6.8,9.9,11.5,3.6,6.9,2016-07-14T06:58,2016-07-14T17:03,36332.87,33073.61,0.0,0.0,0.0,0.0,11.9,22.3,279,11.91,2.01,2016
2016-07-15,15.1,6.4,10.5,13.1,3.8,8.3,2016-07-15T06:57,2016-07-15T17:04,36391.66,33138.12,0.0,0.0,0.0,0.0,8.2,19.1,282,12.46,1.76,2016
2016-07-16,16.7,7.5,12.6,15.6,5.4,11.4,2016-07-16T06:57,2016-07-16T17:05,36452.98,27958.77,0.0,0.0,0.0,0.0,8.4,17.3,225,7.82,1.26,2016
2016-07-17,17.4,12.8,15.0,17.7,12.6,15.1,2016-07-17T06:57,2016-07-17T17:05,36516.74,26598.34,0.0,0.0,0.0,0.0,7.2,16.9,304,6.8,1.11,2016
2016-07-18,20.8,9.7,15.0,20.7,8.6,14.5,2016-07-18T06:56,2016-07-18T17:06,36582.84,31164.78,0.0,0.0,0.0,0.0,12.0,22.7,317,11.48,1.78,2016
2016-07-19,21.9,13.2,17.3,23.2,12.8,17.8,2016-07-19T06:56,2016-07-19T17:06,36651.17,32513.38,0.0,0.0,0.0,0.0,8.6,18.4,327,10.86,1.8,2016
2016-07-20,17.6,15.5,16.3,19.2,14.7,16.9,2016-07-20T06:55,2016-07-20T17:07,36721.65,0.0,31.1,31.1,0.0,20.0,14.8,24.1,219,1.0,0.34,2016
2016-07-21,18.6,14.1,16.0,19.2,14.2,16.1,2016-07-21T06:54,2016-07-21T17:08,36794.18,29298.26,0.0,0.0,0.0,0.0,14.1,25.9,248,6.62,1.11,2016
2016-07-22,22.7,12.6,18.0,21.1,11.2,16.7,2016-07-22T06:54,2016-07-22T17:08,36868.67,33659.66,0.0,0.0,0.0,0.0,25.0,52.9,332,10.71,2.47,2016
2016-07-23,20.6,10.4,14.7,19.3,7.2,10.8,2016-07-23T06:53,2016-07-23T17:09,36945.02,33742.83,0.0,0.0,0.0,0.0,27.9,65.9,280,13.02,3.27,2016
2016-07-24,13.7,7.4,10.2,10.3,4.1,6.9,2016-07-24T06:53,2016-07-24T17:10,37023.14,33620.92,0.0,0.0,0.0,0.0,13.7,25.9,297,12.05,2.23,2016
2016-07-25,15.2,9.4,11.7,10.8,5.8,8.1,2016-07-25T06:52,2016-07-25T17:10,37102.94,33914.58,0.0,0.0,0.0,0.0,21.6,51.1,309,13.37,2.64,2016
2016-07-26,15.9,10.2,12.7,13.8,6.6,10.0,2016-07-26T06:51,2016-07-26T17:11,37184.33,34002.96,0.0,0.0,0.0,0.0,14.1,26.6,332,12.02,2.42,2016
2016-07-27,16.0,10.7,12.9,11.5,7.6,9.5,2016-07-27T06:51,2016-07-27T17:12,37267.21,34092.86,0.0,0.0,0.0,0.0,24.7,53.6,296,12.86,2.66,2016
2016-07-28,16.2,8.7,12.1,14.3,6.4,9.8,2016-07-28T06:50,2016-07-28T17:12,37351.52,34184.19,0.0,0.0,0.0,0.0,9.8,22.3,279,13.54,2.22,2016
2016-07-29,15.6,6.3,10.8,13.3,4.0,8.5,2016-07-29T06:49,2016-07-29T17:13,37437.14,34276.87,0.0,0.0,0.0,0.0,10.7,18.0,266,14.02,2.16,2016
2016-07-30,16.4,8.5,12.3,15.7,6.3,10.7,2016-07-30T06:48,2016-07-30T17:14,37524.0,34370.77,0.0,0.0,0.0,0.0,9.6,17.3,289,12.21,1.9,2016
2016-07-31,18.2,9.6,13.2,17.2,8.1,11.9,2016-07-31T06:48,2016-07-31T17:15,37612.02,28306.8,0.0,0.0,0.0,0.0,9.7,19.8,291,8.19,1.38,2016
2016-08-01,18.1,9.7,13.8,17.6,8.4,12.9,2016-08-01T06:47,2016-08-01T17:15,37701.12,32304.44,0.3,0.3,0.0,1.0,7.5,25.9,320,9.87,1.62,2016
2016-08-02,14.5,10.5,12.4,13.0,8.6,10.4,2016-08-02T06:46,2016-08-02T17:16,37791.21,13160.47,11.7,11.7,0.0,13.0,22.4,43.6,205,6.06,1.11,2016
2016-08-03,14.7,12.2,13.1,11.7,8.9,9.9,2016-08-03T06:45,2016-08-03T17:17,37882.83,22374.08,6.7,6.7,0.0,24.0,25.6,58.0,187,6.35,1.58,2016
2016-08-04,15.4,11.2,13.3,11.9,8.5,10.2,2016-08-04T06:44,2016-08-04T17:17,37976.36,34688.08,3.1,3.1,0.0,14.0,23.1,49.0,190,8.09,2.02,2016
2016-08-05,14.1,11.9,12.9,12.2,9.5,10.9,2016-08-05T06:43,2016-08-05T17:18,38071.69,31492.62,0.8,0.8,0.0,7.0,16.2,39.6,211,7.64,1.54,2016
2016-08-06,15.1,10.5,12.7,13.7,8.9,11.5,2016-08-06T06:43,2016-08-06T17:19,38168.7,25201.01,0.1,0.1,0.0,1.0,8.0,24.8,206,9.22,1.49,2016
2016-08-07,14.7,9.0,12.3,13.8,7.7,11.5,2016-08-07T06:42,2016-08-07T17:19,38267.3,34138.12,0.2,0.2,0.0,2.0,5.8,18.7,228,8.99,1.36,2016
2016-08-08,16.0,8.0,12.0,15.6,6.4,10.8,2016-08-08T06:41,2016-08-08T17:20,38367.38,35277.38,0.0,0.0,0.0,0.0,8.1,18.7,279,13.11,1.96,2016
2016-08-09,18.4,8.8,13.8,16.6,7.1,12.2,2016-08-09T06:40,2016-08-09T17:21,38468.85,32247.48,0.0,0.0,0.0,0.0,11.9,24.8,347,14.08,2.43,2016
2016-08-10,21.6,13.0,16.8,20.3,10.6,15.0,2016-08-10T06:39,2016-08-10T17:21,38571.61,35495.59,0.1,0.1,0.0,1.0,16.9,45.0,340,13.77,2.99,2016
2016-08-11,17.0,10.9,14.0,14.1,8.1,11.4,2016-08-11T06:38,2016-08-11T17:22,38675.56,35606.47,0.0,0.0,0.0,0.0,19.8,41.0,270,15.2,2.77,2016
2016-08-12,15.7,6.9,11.4,13.0,4.6,8.8,2016-08-12T06:37,2016-08-12T17:23,38780.61,35718.37,0.0,0.0,0.0,0.0,12.3,25.2,314,15.19,2.61,2016
2016-08-13,18.4,8.8,13.2,15.9,5.9,10.6,2016-08-13T06:35,2016-08-13T17:24,38886.67,35831.21,0.0,0.0,0.0,0.0,12.1,28.8,275,14.99,2.78,2016
2016-08-14,18.0,9.3,13.6,17.0,7.3,11.9,2016-08-14T06:34,2016-08-14T17:24,38993.64,35944.88,0.0,0.0,0.0,0.0,8.5,25.9,242,14.45,2.4,2016
2016-08-15,18.4,7.5,13.8,17.3,5.8,12.5,2016-08-15T06:33,2016-08-15T17:25,39101.43,36000.0,0.0,0.0,0.0,0.0,12.8,23.4,6,15.21,2.47,2016
2016-08-16,19.4,9.3,14.9,18.9,8.3,14.2,2016-08-16T06:32,2016-08-16T17:26,39209.96,36000.0,0.0,0.0,0.0,0.0,11.5,21.2,1,15.91,2.53,2016
2016-08-17,20.9,9.4,15.0,19.9,7.6,14.0,2016-08-17T06:31,2016-08-17T17:26,39319.14,36000.0,0.0,0.0,0.0,0.0,9.4,25.9,309,15.91,2.56,2016
2016-08-18,20.0,9.7,15.0,19.5,8.4,13.8,2016-08-18T06:30,2016-08-18T17:27,39428.89,36000.0,0.0,0.0,0.0,0.0,12.3,24.5,360,16.03,2.8,2016
2016-08-19,21.5,10.8,16.2,18.5,9.3,14.0,2016-08-19T06:29,2016-08-19T17:28,39539.11,36000.0,0.0,0.0,0.0,0.0,20.9,53.3,347,15.37,3.41,2016
2016-08-20,16.2,10.2,13.4,13.8,7.1,10.0,2016-08-20T06:28,2016-08-20T17:28,39649.74,36000.0,0.4,0.4,0.0,2.0,22.2,49.7,283,16.27,3.25,2016
2016-08-21,17.5,8.5,12.6,15.8,5.4,10.5,2016-08-21T06:26,2016-08-21T17:29,39760.68,36004.26,0.0,0.0,0.0,0.0,11.0,20.5,305,16.75,2.68,2016
2016-08-22,15.5,8.6,11.6,13.9,7.3,10.2,2016-08-22T06:25,2016-08-22T17:30,39871.86,5750.85,3.0,3.0,0.0,5.0,8.9,12.6,279,6.52,1.25,2016
2016-08-23,15.2,10.3,12.5,12.5,8.0,10.6,2016-08-23T06:24,2016-08-23T17:31,39983.87,27502.62,0.0,0.0,0.0,0.0,15.5,40.3,210,11.65,1.92,2016
2016-08-24,14.0,11.0,12.7,12.8,7.9,11.3,2016-08-24T06:23,2016-08-24T17:31,40097.13,5544.74,31.4,31.4,0.0,23.0,22.4,48.6,185,4.51,0.93,2016
2016-08-25,15.9,9.5,11.9,13.1,6.0,9.0,2016-08-25T06:22,2016-08-25T17:32,40211.53,31323.1,6.8,6.8,0.0,9.0,21.1,45.4,239,14.23,2.4,2016
2016-08-26,13.9,8.4,11.3,11.2,5.4,8.6,2016-08-26T06:20,2016-08-26T17:33,40326.98,36157.76,0.0,0.0,0.0,0.0,13.4,34.9,216,14.89,2.36,2016
2016-08-27,16.4,9.1,12.6,14.7,6.4,10.6,2016-08-27T06:19,2016-08-27T17:33,40443.41,36399.04,0.0,0.0,0.0,0.0,9.7,21.2,289,17.81,2.82,2016
2016-08-28,17.9,7.1,11.9,16.1,4.6,9.9,2016-08-28T06:18,2016-08-28T17:34,40560.71,36626.56,0.0,0.0,0.0,0.0,7.9,23.0,277,17.64,2.71,2016
2016-08-29,17.1,7.3,12.6,15.8,5.4,11.1,2016-08-29T06:17,2016-08-29T17:35,40678.82,36584.01,0.0,0.0,0.0,0.0,8.0,18.0,331,15.48,2.44,2016
2016-08-30,19.1,10.0,15.3,18.4,9.2,14.9,2016-08-30T06:15,2016-08-30T17:35,40797.64,29444.41,0.0,0.0,0.0,0.0,14.0,28.4,25,12.77,2.15,2016
2016-08-31,19.0,14.7,16.8,18.0,13.7,16.0,2016-08-31T06:14,2016-08-31T17:36,40917.08,21996.95,5.5,5.5,0.0,7.0,18.3,44.6,345,8.81,1.75,2016
2016-09-01,19.4,10.7,15.7,19.5,9.7,14.9,2016-09-01T06:13,2016-09-01T17:37,41037.08,37010.05,1.5,1.5,0.0,2.0,12.8,29.5,3,16.0,2.76,2016
2016-09-02,16.2,14.3,15.4,17.2,14.4,15.7,2016-09-02T06:11,2016-09-02T17:37,41157.54,0.0,22.0,22.0,0.0,24.0,17.2,17.3,351,1.99,0.51,2016
2016-09-03,17.7,13.0,15.9,15.6,10.6,12.8,2016-09-03T06:10,2016-09-03T17:38,41278.38,36832.45,1.8,1.8,0.0,3.0,33.9,76.3,302,14.86,3.07,2016
2016-09-04,18.2,8.2,13.8,16.7,5.8,12.0,2016-09-04T06:09,2016-09-04T17:39,41399.54,37325.2,0.0,0.0,0.0,0.0,11.2,32.8,268,18.47,3.01,2016
2016-09-05,18.3,9.1,13.7,18.4,7.3,12.6,2016-09-05T06:07,2016-09-05T17:39,41520.93,38115.33,0.0,0.0,0.0,0.0,10.2,21.6,346,19.51,3.05,2016
2016-09-06,19.4,9.0,14.6,20.0,8.2,14.6,2016-09-06T06:06,2016-09-06T17:40,41642.46,36974.5,0.0,0.0,0.0,0.0,11.5,24.8,27,18.85,2.92,2016
2016-09-07,19.6,11.5,16.2,19.9,10.6,16.1,2016-09-07T06:05,2016-09-07T17:41,41764.08,37644.44,0.0,0.0,0.0,0.0,12.4,27.7,125,15.18,2.41,2016
2016-09-08,19.8,14.3,17.1,20.0,14.9,17.1,2016-09-08T06:03,2016-09-08T17:41,41885.7,37377.47,0.0,0.0,0.0,0.0,16.9,34.6,33,15.65,2.62,2016
2016-09-09,20.8,14.6,17.7,20.2,14.0,17.0,2016-09-09T06:02,2016-09-09T17:42,42007.25,36899.36,0.0,0.0,0.0,0.0,17.7,42.5,28,17.42,3.11,2016
2016-09-10,20.4,14.5,17.1,17.3,12.8,15.0,2016-09-10T06:01,2016-09-10T17:43,42128.66,36719.16,4.1,4.1,0.0,6.0,21.0,61.9,315,18.25,3.62,2016
2016-09-11,17.9,12.1,15.1,18.7,10.8,14.2,2016-09-11T05:59,2016-09-11T17:43,42249.83,38743.41,0.0,0.0,0.0,0.0,13.0,27.0,228,20.7,3.32,2016
2016-09-12,18.0,11.9,15.2,17.6,10.9,14.4,2016-09-12T05:58,2016-09-12T17:44,42371.41,38925.94,0.0,0.0,0.0,0.0,15.8,33.1,148,17.49,2.8,2016
2016-09-13,19.2,13.9,16.4,19.2,13.5,16.5,2016-09-13T05:57,2016-09-13T17:45,42493.8,16771.97,1.2,1.2,0.0,4.0,13.6,23.4,179,11.13,1.91,2016
2016-09-14,22.3,15.1,18.3,21.1,15.7,18.1,2016-09-14T05:55,2016-09-14T17:45,42616.93,30718.14,6.1,6.1,0.0,9.0,17.8,40.3,344,12.93,2.59,2016
2016-09-15,19.3,13.1,15.9,15.5,9.6,12.9,2016-09-15T05:54,2016-09-15T17:46,42740.71,35415.92,0.0,0.0,0.0,0.0,28.6,59.0,305,20.47,3.97,2016
2016-09-16,19.5,12.8,15.9,17.0,10.4,13.8,2016-09-16T05:52,2016-09-16T17:47,42865.07,39492.51,0.2,0.2,0.0,1.0,17.4,38.9,273,16.89,3.33,2016
2016-09-17,18.9,9.9,15.2,18.8,8.5,13.9,2016-09-17T05:51,2016-09-17T17:47,42989.92,34749.14,0.0,0.0,0.0,0.0,14.1,34.6,19,16.05,2.99,2016
2016-09-18,17.6,13.1,15.2,17.2,12.6,14.9,2016-09-18T05:50,2016-09-18T17:48,43115.19,13814.46,11.1,11.1,0.0,9.0,7.9,35.3,323,9.24,1.69,2016
2016-09-19,19.4,12.8,15.5,17.9,10.8,13.6,2016-09-19T05:48,2016-09-19T17:49,43240.81,40339.8,0.0,0.0,0.0,0.0,20.7,46.1,255,22.38,3.77,2016
2016-09-20,17.4,10.2,14.1,17.5,8.4,12.7,2016-09-20T05:47,2016-09-20T17:50,43366.7,38176.88,0.0,0.0,0.0,0.0,12.4,29.2,27,21.64,3.6,2016
2016-09-21,17.7,13.8,15.5,16.8,12.2,14.7,2016-09-21T05:45,2016-09-21T17:50,43492.77,19720.69,7.2,7.2,0.0,7.0,12.3,34.2,350,9.99,1.83,2016
2016-09-22,18.6,12.7,15.7,16.4,11.1,13.3,2016-09-22T05:44,2016-09-22T17:51,43618.95,35966.24,0.1,0.1,0.0,1.0,23.8,47.9,261,15.97,3.3,2016
2016-09-23,19.4,15.0,16.7,16.7,11.8,14.3,2016-09-23T05:43,2016-09-23T17:52,43745.17,39173.72,0.0,0.0,0.0,0.0,25.6,55.8,213,17.38,3.59,2016
